parent_id,section_id,parent_name,section_name,length,section_type
0,0,None,L5PCtemplate[0].soma[0],23.169408032474415,soma
0,1,L5PCtemplate[0].soma[0],L5PCtemplate[0].dend[0],24.200878230108255,dend
1,2,L5PCtemplate[0].dend[0],L5PCtemplate[0].dend[1],15.18219623504249,dend
2,3,L5PCtemplate[0].dend[1],L5PCtemplate[0].dend[2],151.65105212974905,dend
2,4,L5PCtemplate[0].dend[1],L5PCtemplate[0].dend[3],7.4556339070556366,dend
4,5,L5PCtemplate[0].dend[3],L5PCtemplate[0].dend[4],92.57582612025712,dend
4,6,L5PCtemplate[0].dend[3],L5PCtemplate[0].dend[5],193.14367011602678,dend
1,7,L5PCtemplate[0].dend[0],L5PCtemplate[0].dend[6],133.29218503059275,dend
0,8,L5PCtemplate[0].soma[0],L5PCtemplate[0].dend[7],27.13790848912385,dend
8,9,L5PCtemplate[0].dend[7],L5PCtemplate[0].dend[8],16.46306476701406,dend
9,10,L5PCtemplate[0].dend[8],L5PCtemplate[0].dend[9],15.947177517066333,dend
9,11,L5PCtemplate[0].dend[8],L5PCtemplate[0].dend[10],70.35202848812945,dend
8,12,L5PCtemplate[0].dend[7],L5PCtemplate[0].dend[11],8.079491562782842,dend
12,13,L5PCtemplate[0].dend[11],L5PCtemplate[0].dend[12],27.903255752955637,dend
13,14,L5PCtemplate[0].dend[12],L5PCtemplate[0].dend[13],147.45970684564904,dend
13,15,L5PCtemplate[0].dend[12],L5PCtemplate[0].dend[14],131.93778966057087,dend
12,16,L5PCtemplate[0].dend[11],L5PCtemplate[0].dend[15],44.352217136284516,dend
0,17,L5PCtemplate[0].soma[0],L5PCtemplate[0].dend[16],10.846157648977908,dend
17,18,L5PCtemplate[0].dend[16],L5PCtemplate[0].dend[17],7.098381050114419,dend
18,19,L5PCtemplate[0].dend[17],L5PCtemplate[0].dend[18],39.91103854727213,dend
19,20,L5PCtemplate[0].dend[18],L5PCtemplate[0].dend[19],29.2897273044702,dend
19,21,L5PCtemplate[0].dend[18],L5PCtemplate[0].dend[20],1.7456502958633486,dend
21,22,L5PCtemplate[0].dend[20],L5PCtemplate[0].dend[21],24.263218349414103,dend
21,23,L5PCtemplate[0].dend[20],L5PCtemplate[0].dend[22],45.00403709120258,dend
23,24,L5PCtemplate[0].dend[22],L5PCtemplate[0].dend[23],4.8313633185460665,dend
23,25,L5PCtemplate[0].dend[22],L5PCtemplate[0].dend[24],14.35536779135539,dend
18,26,L5PCtemplate[0].dend[17],L5PCtemplate[0].dend[25],28.050780552267245,dend
26,27,L5PCtemplate[0].dend[25],L5PCtemplate[0].dend[26],32.409675881613076,dend
27,28,L5PCtemplate[0].dend[26],L5PCtemplate[0].dend[27],68.61212192647884,dend
27,29,L5PCtemplate[0].dend[26],L5PCtemplate[0].dend[28],175.25184968017163,dend
26,30,L5PCtemplate[0].dend[25],L5PCtemplate[0].dend[29],22.734970419031747,dend
30,31,L5PCtemplate[0].dend[29],L5PCtemplate[0].dend[30],24.142508798949663,dend
31,32,L5PCtemplate[0].dend[30],L5PCtemplate[0].dend[31],93.37027185603422,dend
31,33,L5PCtemplate[0].dend[30],L5PCtemplate[0].dend[32],96.96613494964569,dend
30,34,L5PCtemplate[0].dend[29],L5PCtemplate[0].dend[33],80.14743562309046,dend
17,35,L5PCtemplate[0].dend[16],L5PCtemplate[0].dend[34],18.186518165323747,dend
35,36,L5PCtemplate[0].dend[34],L5PCtemplate[0].dend[35],159.91940279434203,dend
35,37,L5PCtemplate[0].dend[34],L5PCtemplate[0].dend[36],50.99523525509507,dend
37,38,L5PCtemplate[0].dend[36],L5PCtemplate[0].dend[37],79.77426160946564,dend
37,39,L5PCtemplate[0].dend[36],L5PCtemplate[0].dend[38],66.96756733261252,dend
0,40,L5PCtemplate[0].soma[0],L5PCtemplate[0].dend[39],96.13020753819205,dend
40,41,L5PCtemplate[0].dend[39],L5PCtemplate[0].dend[40],92.4966145376846,dend
40,42,L5PCtemplate[0].dend[39],L5PCtemplate[0].dend[41],37.957997473184754,dend
0,43,L5PCtemplate[0].soma[0],L5PCtemplate[0].dend[42],15.099800820095021,dend
43,44,L5PCtemplate[0].dend[42],L5PCtemplate[0].dend[43],25.10476634980918,dend
44,45,L5PCtemplate[0].dend[43],L5PCtemplate[0].dend[44],85.7278643741002,dend
44,46,L5PCtemplate[0].dend[43],L5PCtemplate[0].dend[45],147.11721214245094,dend
43,47,L5PCtemplate[0].dend[42],L5PCtemplate[0].dend[46],9.853413203988097,dend
47,48,L5PCtemplate[0].dend[46],L5PCtemplate[0].dend[47],7.946666992812656,dend
48,49,L5PCtemplate[0].dend[47],L5PCtemplate[0].dend[48],51.80025686719061,dend
49,50,L5PCtemplate[0].dend[48],L5PCtemplate[0].dend[49],17.423878393036997,dend
49,51,L5PCtemplate[0].dend[48],L5PCtemplate[0].dend[50],8.385952271668172,dend
48,52,L5PCtemplate[0].dend[47],L5PCtemplate[0].dend[51],59.65411832331909,dend
47,53,L5PCtemplate[0].dend[46],L5PCtemplate[0].dend[52],3.448140511210253,dend
53,54,L5PCtemplate[0].dend[52],L5PCtemplate[0].dend[53],21.01655181688293,dend
54,55,L5PCtemplate[0].dend[53],L5PCtemplate[0].dend[54],106.89669587500762,dend
54,56,L5PCtemplate[0].dend[53],L5PCtemplate[0].dend[55],3.113620413871497,dend
56,57,L5PCtemplate[0].dend[55],L5PCtemplate[0].dend[56],54.22313725475722,dend
56,58,L5PCtemplate[0].dend[55],L5PCtemplate[0].dend[57],16.88300948795688,dend
58,59,L5PCtemplate[0].dend[57],L5PCtemplate[0].dend[58],124.8770939925151,dend
58,60,L5PCtemplate[0].dend[57],L5PCtemplate[0].dend[59],153.47355120425715,dend
53,61,L5PCtemplate[0].dend[52],L5PCtemplate[0].dend[60],81.29649563050135,dend
61,62,L5PCtemplate[0].dend[60],L5PCtemplate[0].dend[61],88.77313292629438,dend
61,63,L5PCtemplate[0].dend[60],L5PCtemplate[0].dend[62],102.59566660370035,dend
0,64,L5PCtemplate[0].soma[0],L5PCtemplate[0].dend[63],20.826466755587834,dend
64,65,L5PCtemplate[0].dend[63],L5PCtemplate[0].dend[64],22.764496238691695,dend
65,66,L5PCtemplate[0].dend[64],L5PCtemplate[0].dend[65],25.670202986427928,dend
66,67,L5PCtemplate[0].dend[65],L5PCtemplate[0].dend[66],137.72578305118296,dend
66,68,L5PCtemplate[0].dend[65],L5PCtemplate[0].dend[67],107.17324861037616,dend
65,69,L5PCtemplate[0].dend[64],L5PCtemplate[0].dend[68],59.853788765176944,dend
69,70,L5PCtemplate[0].dend[68],L5PCtemplate[0].dend[69],103.27223797488985,dend
69,71,L5PCtemplate[0].dend[68],L5PCtemplate[0].dend[70],178.6813587874889,dend
64,72,L5PCtemplate[0].dend[63],L5PCtemplate[0].dend[71],22.04087070858761,dend
72,73,L5PCtemplate[0].dend[71],L5PCtemplate[0].dend[72],199.7718934586881,dend
72,74,L5PCtemplate[0].dend[71],L5PCtemplate[0].dend[73],13.368470787581758,dend
74,75,L5PCtemplate[0].dend[73],L5PCtemplate[0].dend[74],110.49670820177559,dend
74,76,L5PCtemplate[0].dend[73],L5PCtemplate[0].dend[75],25.001140096315865,dend
76,77,L5PCtemplate[0].dend[75],L5PCtemplate[0].dend[76],63.62050524166929,dend
76,78,L5PCtemplate[0].dend[75],L5PCtemplate[0].dend[77],48.2538687904149,dend
0,79,L5PCtemplate[0].soma[0],L5PCtemplate[0].dend[78],40.26803318155849,dend
0,80,L5PCtemplate[0].soma[0],L5PCtemplate[0].dend[79],15.775225003956407,dend
80,81,L5PCtemplate[0].dend[79],L5PCtemplate[0].dend[80],66.59880351020611,dend
80,82,L5PCtemplate[0].dend[79],L5PCtemplate[0].dend[81],26.215813124018535,dend
82,83,L5PCtemplate[0].dend[81],L5PCtemplate[0].dend[82],135.55122598094692,dend
82,84,L5PCtemplate[0].dend[81],L5PCtemplate[0].dend[83],17.25824290163945,dend
0,85,L5PCtemplate[0].soma[0],L5PCtemplate[0].apic[0],46.13561036852839,apic
85,86,L5PCtemplate[0].apic[0],L5PCtemplate[0].apic[1],65.09969588153733,apic
86,87,L5PCtemplate[0].apic[1],L5PCtemplate[0].apic[2],28.87154388753826,apic
87,88,L5PCtemplate[0].apic[2],L5PCtemplate[0].apic[3],41.286162435317145,apic
88,89,L5PCtemplate[0].apic[3],L5PCtemplate[0].apic[4],7.435908183431463,apic
89,90,L5PCtemplate[0].apic[4],L5PCtemplate[0].apic[5],9.877615399882632,apic
90,91,L5PCtemplate[0].apic[5],L5PCtemplate[0].apic[6],15.1552314045712,apic
91,92,L5PCtemplate[0].apic[6],L5PCtemplate[0].apic[7],29.525594547440477,apic
92,93,L5PCtemplate[0].apic[7],L5PCtemplate[0].apic[8],41.01036591278286,apic
92,94,L5PCtemplate[0].apic[7],L5PCtemplate[0].apic[9],158.59801478851247,apic
91,95,L5PCtemplate[0].apic[6],L5PCtemplate[0].apic[10],82.14408311515079,apic
90,96,L5PCtemplate[0].apic[5],L5PCtemplate[0].apic[11],3.547181232702813,apic
96,97,L5PCtemplate[0].apic[11],L5PCtemplate[0].apic[12],118.38096526327166,apic
96,98,L5PCtemplate[0].apic[11],L5PCtemplate[0].apic[13],154.31239191012008,apic
89,99,L5PCtemplate[0].apic[4],L5PCtemplate[0].apic[14],64.60060525171129,apic
99,100,L5PCtemplate[0].apic[14],L5PCtemplate[0].apic[15],15.959779676513344,apic
100,101,L5PCtemplate[0].apic[15],L5PCtemplate[0].apic[16],14.416085229312232,apic
101,102,L5PCtemplate[0].apic[16],L5PCtemplate[0].apic[17],175.76274693407387,apic
101,103,L5PCtemplate[0].apic[16],L5PCtemplate[0].apic[18],109.9172853894086,apic
100,104,L5PCtemplate[0].apic[15],L5PCtemplate[0].apic[19],166.01559124343686,apic
99,105,L5PCtemplate[0].apic[14],L5PCtemplate[0].apic[20],45.95277552427411,apic
105,106,L5PCtemplate[0].apic[20],L5PCtemplate[0].apic[21],26.541032815400435,apic
106,107,L5PCtemplate[0].apic[21],L5PCtemplate[0].apic[22],33.503781287040745,apic
107,108,L5PCtemplate[0].apic[22],L5PCtemplate[0].apic[23],24.904087105489204,apic
107,109,L5PCtemplate[0].apic[22],L5PCtemplate[0].apic[24],25.040772257122324,apic
106,110,L5PCtemplate[0].apic[21],L5PCtemplate[0].apic[25],37.657834843722924,apic
105,111,L5PCtemplate[0].apic[20],L5PCtemplate[0].apic[26],15.21178698791902,apic
111,112,L5PCtemplate[0].apic[26],L5PCtemplate[0].apic[27],2.0958263703011473,apic
112,113,L5PCtemplate[0].apic[27],L5PCtemplate[0].apic[28],19.003782318499443,apic
113,114,L5PCtemplate[0].apic[28],L5PCtemplate[0].apic[29],78.81386151756305,apic
113,115,L5PCtemplate[0].apic[28],L5PCtemplate[0].apic[30],74.94006498480377,apic
115,116,L5PCtemplate[0].apic[30],L5PCtemplate[0].apic[31],11.392145939633192,apic
115,117,L5PCtemplate[0].apic[30],L5PCtemplate[0].apic[32],7.025127775673459,apic
112,118,L5PCtemplate[0].apic[27],L5PCtemplate[0].apic[33],125.8615402358611,apic
111,119,L5PCtemplate[0].apic[26],L5PCtemplate[0].apic[34],66.9283475112957,apic
119,120,L5PCtemplate[0].apic[34],L5PCtemplate[0].apic[35],107.94605243709678,apic
119,121,L5PCtemplate[0].apic[34],L5PCtemplate[0].apic[36],245.26511774597657,apic
121,122,L5PCtemplate[0].apic[36],L5PCtemplate[0].apic[37],276.37487688472214,apic
122,123,L5PCtemplate[0].apic[37],L5PCtemplate[0].apic[38],86.9727074377317,apic
123,124,L5PCtemplate[0].apic[38],L5PCtemplate[0].apic[39],48.93921265807893,apic
123,125,L5PCtemplate[0].apic[38],L5PCtemplate[0].apic[40],205.42208045479134,apic
125,126,L5PCtemplate[0].apic[40],L5PCtemplate[0].apic[41],6.733021629238255,apic
126,127,L5PCtemplate[0].apic[41],L5PCtemplate[0].apic[42],44.76944463334027,apic
126,128,L5PCtemplate[0].apic[41],L5PCtemplate[0].apic[43],24.438690191631895,apic
125,129,L5PCtemplate[0].apic[40],L5PCtemplate[0].apic[44],84.17619236219552,apic
122,130,L5PCtemplate[0].apic[37],L5PCtemplate[0].apic[45],76.23840535265592,apic
130,131,L5PCtemplate[0].apic[45],L5PCtemplate[0].apic[46],20.351841181544852,apic
131,132,L5PCtemplate[0].apic[46],L5PCtemplate[0].apic[47],6.200086815267744,apic
131,133,L5PCtemplate[0].apic[46],L5PCtemplate[0].apic[48],11.629472805281964,apic
130,134,L5PCtemplate[0].apic[45],L5PCtemplate[0].apic[49],122.98101159204565,apic
121,135,L5PCtemplate[0].apic[36],L5PCtemplate[0].apic[50],61.926999206823254,apic
135,136,L5PCtemplate[0].apic[50],L5PCtemplate[0].apic[51],215.48048182237395,apic
136,137,L5PCtemplate[0].apic[51],L5PCtemplate[0].apic[52],113.91621205824949,apic
136,138,L5PCtemplate[0].apic[51],L5PCtemplate[0].apic[53],190.2886683231527,apic
138,139,L5PCtemplate[0].apic[53],L5PCtemplate[0].apic[54],9.075413348762806,apic
139,140,L5PCtemplate[0].apic[54],L5PCtemplate[0].apic[55],7.225584010096268,apic
139,141,L5PCtemplate[0].apic[54],L5PCtemplate[0].apic[56],13.540041772360965,apic
138,142,L5PCtemplate[0].apic[53],L5PCtemplate[0].apic[57],15.345513676158713,apic
142,143,L5PCtemplate[0].apic[57],L5PCtemplate[0].apic[58],11.332671524082052,apic
142,144,L5PCtemplate[0].apic[57],L5PCtemplate[0].apic[59],8.324653752473102,apic
135,145,L5PCtemplate[0].apic[50],L5PCtemplate[0].apic[60],233.13357187059856,apic
145,146,L5PCtemplate[0].apic[60],L5PCtemplate[0].apic[61],173.53837720275232,apic
146,147,L5PCtemplate[0].apic[61],L5PCtemplate[0].apic[62],39.678018850658795,apic
147,148,L5PCtemplate[0].apic[62],L5PCtemplate[0].apic[63],165.46898072913393,apic
147,149,L5PCtemplate[0].apic[62],L5PCtemplate[0].apic[64],101.29219951555103,apic
149,150,L5PCtemplate[0].apic[64],L5PCtemplate[0].apic[65],16.371477805489754,apic
149,151,L5PCtemplate[0].apic[64],L5PCtemplate[0].apic[66],26.098859146572387,apic
146,152,L5PCtemplate[0].apic[61],L5PCtemplate[0].apic[67],192.76761755036776,apic
145,153,L5PCtemplate[0].apic[60],L5PCtemplate[0].apic[68],97.98249962040597,apic
153,154,L5PCtemplate[0].apic[68],L5PCtemplate[0].apic[69],142.43739889758362,apic
154,155,L5PCtemplate[0].apic[69],L5PCtemplate[0].apic[70],47.73883131125253,apic
154,156,L5PCtemplate[0].apic[69],L5PCtemplate[0].apic[71],57.7422076723484,apic
156,157,L5PCtemplate[0].apic[71],L5PCtemplate[0].apic[72],35.38675626000948,apic
156,158,L5PCtemplate[0].apic[71],L5PCtemplate[0].apic[73],69.15071758474484,apic
153,159,L5PCtemplate[0].apic[68],L5PCtemplate[0].apic[74],38.774539997480616,apic
159,160,L5PCtemplate[0].apic[74],L5PCtemplate[0].apic[75],71.49564640212412,apic
160,161,L5PCtemplate[0].apic[75],L5PCtemplate[0].apic[76],136.94997914832447,apic
160,162,L5PCtemplate[0].apic[75],L5PCtemplate[0].apic[77],140.41547243920786,apic
159,163,L5PCtemplate[0].apic[74],L5PCtemplate[0].apic[78],119.57755938958596,apic
88,164,L5PCtemplate[0].apic[3],L5PCtemplate[0].apic[79],77.87637870283184,apic
87,165,L5PCtemplate[0].apic[2],L5PCtemplate[0].apic[80],21.46508897772725,apic
165,166,L5PCtemplate[0].apic[80],L5PCtemplate[0].apic[81],12.909751224132606,apic
166,167,L5PCtemplate[0].apic[81],L5PCtemplate[0].apic[82],34.117982783514755,apic
167,168,L5PCtemplate[0].apic[82],L5PCtemplate[0].apic[83],75.55456514898529,apic
168,169,L5PCtemplate[0].apic[83],L5PCtemplate[0].apic[84],48.64620796522816,apic
168,170,L5PCtemplate[0].apic[83],L5PCtemplate[0].apic[85],81.1539525251044,apic
167,171,L5PCtemplate[0].apic[82],L5PCtemplate[0].apic[86],85.39420715568633,apic
166,172,L5PCtemplate[0].apic[81],L5PCtemplate[0].apic[87],151.76435292719657,apic
165,173,L5PCtemplate[0].apic[80],L5PCtemplate[0].apic[88],6.0705858659896546,apic
173,174,L5PCtemplate[0].apic[88],L5PCtemplate[0].apic[89],49.63104106001424,apic
174,175,L5PCtemplate[0].apic[89],L5PCtemplate[0].apic[90],7.476266408729604,apic
174,176,L5PCtemplate[0].apic[89],L5PCtemplate[0].apic[91],11.058417897207335,apic
173,177,L5PCtemplate[0].apic[88],L5PCtemplate[0].apic[92],20.73033724544678,apic
177,178,L5PCtemplate[0].apic[92],L5PCtemplate[0].apic[93],105.04203834398501,apic
177,179,L5PCtemplate[0].apic[92],L5PCtemplate[0].apic[94],20.32434950569892,apic
179,180,L5PCtemplate[0].apic[94],L5PCtemplate[0].apic[95],52.488860434950396,apic
179,181,L5PCtemplate[0].apic[94],L5PCtemplate[0].apic[96],33.25515667837315,apic
181,182,L5PCtemplate[0].apic[96],L5PCtemplate[0].apic[97],10.545443825655823,apic
181,183,L5PCtemplate[0].apic[96],L5PCtemplate[0].apic[98],5.817992372140609,apic
86,184,L5PCtemplate[0].apic[1],L5PCtemplate[0].apic[99],32.5988739280246,apic
184,185,L5PCtemplate[0].apic[99],L5PCtemplate[0].apic[100],5.582459739998661,apic
185,186,L5PCtemplate[0].apic[100],L5PCtemplate[0].apic[101],159.39240565645844,apic
185,187,L5PCtemplate[0].apic[100],L5PCtemplate[0].apic[102],179.49577567548425,apic
184,188,L5PCtemplate[0].apic[99],L5PCtemplate[0].apic[103],83.41231965098439,apic
85,189,L5PCtemplate[0].apic[0],L5PCtemplate[0].apic[104],23.34427082953329,apic
189,190,L5PCtemplate[0].apic[104],L5PCtemplate[0].apic[105],93.67879065882175,apic
189,191,L5PCtemplate[0].apic[104],L5PCtemplate[0].apic[106],22.085165526206854,apic
191,192,L5PCtemplate[0].apic[106],L5PCtemplate[0].apic[107],36.0978256211796,apic
191,193,L5PCtemplate[0].apic[106],L5PCtemplate[0].apic[108],30.074693145727913,apic
